SystemCodeNumber,price,LastUpdatedDate,LastUpdatedTime,Occupancy,Capacity,Latitude,Longitude,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,time,diff,timestamp
BHMBCCMKT01,12.08103986135182,05-10-2016,14:57:00,145.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906683232,1,2016-10-05 14:57:00
BHMBCCMKT01,11.778856152512995,05-10-2016,15:30:00,129.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906683732,1,2016-10-05 15:30:00
BHMBCCMKT01,11.767764298093589,05-10-2016,16:04:00,121.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906684232,1,2016-10-05 16:04:00
BHMBCCMKT01,11.118058925476603,05-10-2016,16:30:00,114.0,577.0,26.14453614,91.73617216,bike,low,1.0,0.0,1751906684732,1,2016-10-05 16:30:00
BHMBCCMKT01,11.280415944540728,06-10-2016,07:57:00,58.0,577.0,26.14453614,91.73617216,car,low,1.0,0.0,1751906685232,1,2016-10-06 07:57:00
BHMBCCMKT01,11.28734835355286,06-10-2016,08:30:00,63.0,577.0,26.14453614,91.73617216,car,low,1.0,0.0,1751906685732,1,2016-10-06 08:30:00
BHMBCCMKT01,11.297053726169842,06-10-2016,08:57:00,70.0,577.0,26.14453614,91.73617216,car,low,1.0,0.0,1751906686236,1,2016-10-06 08:57:00
BHMBCCMKT01,11.7317157712305,06-10-2016,09:30:00,95.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906686736,1,2016-10-06 09:30:00
BHMBCCMKT01,12.187175043327557,06-10-2016,10:03:00,135.0,577.0,26.14453614,91.73617216,car,low,3.0,0.0,1751906687232,1,2016-10-06 10:03:00
BHMBCCMKT01,12.101837088388214,06-10-2016,10:30:00,160.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906687732,1,2016-10-06 10:30:00
BHMBCCMKT01,12.125407279029464,06-10-2016,10:57:00,177.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906688232,1,2016-10-06 10:57:00
BHMBCCMKT01,12.144818024263431,06-10-2016,11:30:00,191.0,577.0,26.14453614,91.73617216,cycle,average,4.0,0.0,1751906688732,1,2016-10-06 11:30:00
BHMBCCMKT01,13.635909878682844,06-10-2016,12:04:00,199.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906689232,1,2016-10-06 12:04:00
BHMBCCMKT01,13.645615251299828,06-10-2016,12:30:00,206.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906689732,1,2016-10-06 12:30:00
BHMBCCMKT01,12.954523396880417,06-10-2016,12:57:00,198.0,577.0,26.14453614,91.73617216,car,average,5.0,0.0,1751906690232,1,2016-10-06 12:57:00
BHMBCCMKT01,13.40838821490468,06-10-2016,13:30:00,208.0,577.0,26.14453614,91.73617216,bike,high,7.0,0.0,1751906690732,1,2016-10-06 13:30:00
BHMBCCMKT01,12.95729636048527,06-10-2016,13:57:00,200.0,577.0,26.14453614,91.73617216,car,average,5.0,0.0,1751906691232,1,2016-10-06 13:57:00
BHMBCCMKT01,11.72263431542461,06-10-2016,14:30:00,175.0,577.0,26.14453614,91.73617216,cycle,average,3.0,0.0,1751906691732,1,2016-10-06 14:30:00
BHMBCCMKT01,11.819064124783363,06-10-2016,15:04:00,158.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906692232,1,2016-10-06 15:04:00
BHMBCCMKT01,11.57213171577123,06-10-2016,15:31:00,153.0,577.0,26.14453614,91.73617216,bike,low,2.0,0.0,1751906692732,1,2016-10-06 15:31:00
BHMBCCMKT01,11.147175043327556,06-10-2016,16:04:00,135.0,577.0,26.14453614,91.73617216,bike,low,1.0,0.0,1751906693232,1,2016-10-06 16:04:00
BHMBCCMKT01,11.778856152512995,06-10-2016,16:30:00,129.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906693732,1,2016-10-06 16:30:00
BHMBCCMKT01,11.680415944540728,07-10-2016,08:03:00,58.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906694232,1,2016-10-07 08:03:00
BHMBCCMKT01,11.564575389948006,07-10-2016,08:30:00,61.0,577.0,26.14453614,91.73617216,car,average,2.0,0.0,1751906694732,1,2016-10-07 08:30:00
BHMBCCMKT01,11.303986135181976,07-10-2016,09:04:00,75.0,577.0,26.14453614,91.73617216,car,low,1.0,0.0,1751906695232,1,2016-10-07 09:04:00
BHMBCCMKT01,11.742807625649911,07-10-2016,09:30:00,103.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906695732,1,2016-10-07 09:30:00
BHMBCCMKT01,11.537469670710571,07-10-2016,09:57:00,128.0,577.0,26.14453614,91.73617216,bike,low,2.0,0.0,1751906696232,1,2016-10-07 09:57:00
BHMBCCMKT01,13.198474870017332,07-10-2016,10:30:00,172.0,577.0,26.14453614,91.73617216,truck,high,5.0,0.0,1751906696734,1,2016-10-07 10:30:00
BHMBCCMKT01,12.14065857885615,07-10-2016,10:57:00,188.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906697232,1,2016-10-07 10:57:00
BHMBCCMKT01,12.315909878682842,07-10-2016,11:30:00,199.0,577.0,26.14453614,91.73617216,bike,average,4.0,0.0,1751906697732,1,2016-10-07 11:30:00
BHMBCCMKT01,13.651161178509533,07-10-2016,12:03:00,210.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906698232,1,2016-10-07 12:03:00
BHMBCCMKT01,13.405615251299828,07-10-2016,12:30:00,206.0,577.0,26.14453614,91.73617216,bike,high,7.0,0.0,1751906698732,1,2016-10-07 12:30:00
BHMBCCMKT01,13.63729636048527,07-10-2016,13:04:00,200.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906699232,1,2016-10-07 13:04:00
BHMBCCMKT01,13.638682842287697,07-10-2016,13:30:00,201.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906699732,1,2016-10-07 13:30:00
BHMBCCMKT01,11.907590987868284,07-10-2016,14:03:00,193.0,577.0,26.14453614,91.73617216,bike,average,3.0,0.0,1751906700232,1,2016-10-07 14:03:00
BHMBCCMKT01,12.530953206239168,07-10-2016,14:30:00,181.0,577.0,26.14453614,91.73617216,car,average,4.0,0.0,1751906700732,1,2016-10-07 14:30:00
BHMBCCMKT01,12.238474870017331,07-10-2016,15:04:00,172.0,577.0,26.14453614,91.73617216,truck,low,2.0,0.0,1751906701232,1,2016-10-07 15:04:00
BHMBCCMKT01,11.420450606585788,07-10-2016,15:30:00,159.0,577.0,26.14453614,91.73617216,cycle,low,2.0,0.0,1751906701732,1,2016-10-07 15:30:00
BHMBCCMKT01,11.419064124783365,07-10-2016,15:57:00,158.0,577.0,26.14453614,91.73617216,cycle,low,2.0,0.0,1751906702232,1,2016-10-07 15:57:00
BHMBCCMKT01,11.783015597920276,07-10-2016,16:30:00,132.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906702732,1,2016-10-07 16:30:00
BHMBCCMKT01,11.280415944540728,08-10-2016,07:57:00,58.0,577.0,26.14453614,91.73617216,car,low,1.0,0.0,1751906703232,1,2016-10-08 07:57:00
BHMBCCMKT01,11.564575389948006,08-10-2016,08:30:00,61.0,577.0,26.14453614,91.73617216,car,average,2.0,0.0,1751906703732,1,2016-10-08 08:30:00
BHMBCCMKT01,11.703986135181976,08-10-2016,08:57:00,75.0,577.0,26.14453614,91.73617216,truck,low,1.0,0.0,1751906704232,1,2016-10-08 08:57:00
BHMBCCMKT01,11.74419410745234,08-10-2016,09:30:00,104.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906704732,1,2016-10-08 09:30:00
BHMBCCMKT01,12.219064124783364,08-10-2016,10:04:00,158.0,577.0,26.14453614,91.73617216,car,low,3.0,0.0,1751906705232,1,2016-10-08 10:04:00
BHMBCCMKT01,12.544818024263432,08-10-2016,10:30:00,191.0,577.0,26.14453614,91.73617216,truck,average,3.0,0.0,1751906705732,1,2016-10-08 10:30:00
BHMBCCMKT01,12.989185441941077,08-10-2016,10:57:00,223.0,577.0,26.14453614,91.73617216,truck,average,4.0,0.0,1751906706232,1,2016-10-08 10:57:00
BHMBCCMKT01,12.632166377816292,08-10-2016,11:30:00,254.0,577.0,26.14453614,91.73617216,car,average,4.0,0.0,1751906706732,1,2016-10-08 11:30:00
BHMBCCMKT01,13.78426343154246,08-10-2016,12:04:00,306.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906707232,1,2016-10-08 12:04:00
BHMBCCMKT01,14.203674176776428,08-10-2016,12:30:00,320.0,577.0,26.14453614,91.73617216,car,high,8.0,0.0,1751906707736,1,2016-10-08 12:30:00
BHMBCCMKT01,13.842495667244368,08-10-2016,13:04:00,348.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906708232,1,2016-10-08 13:04:00
BHMBCCMKT01,13.854974003466204,08-10-2016,13:30:00,357.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906708732,1,2016-10-08 13:30:00
BHMBCCMKT01,12.587660311958404,08-10-2016,14:03:00,395.0,577.0,26.14453614,91.73617216,bike,average,4.0,0.0,1751906709232,1,2016-10-08 14:03:00
BHMBCCMKT01,12.834592720970535,08-10-2016,14:30:00,400.0,577.0,26.14453614,91.73617216,car,average,4.0,0.0,1751906709732,1,2016-10-08 14:30:00
BHMBCCMKT01,12.827660311958407,08-10-2016,14:57:00,395.0,577.0,26.14453614,91.73617216,car,average,4.0,0.0,1751906710232,1,2016-10-08 14:57:00
BHMBCCMKT01,12.442911611785094,08-10-2016,15:30:00,406.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906710732,1,2016-10-08 15:30:00
BHMBCCMKT01,12.128249566724438,08-10-2016,16:04:00,381.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906711232,1,2016-10-08 16:04:00
BHMBCCMKT01,12.506065857885616,08-10-2016,16:30:00,365.0,577.0,26.14453614,91.73617216,truck,low,2.0,0.0,1751906711732,1,2016-10-08 16:30:00
BHMBCCMKT01,13.258232235701906,09-10-2016,08:04:00,42.0,577.0,26.14453614,91.73617216,car,low,2.0,1.0,1751906712232,1,2016-10-09 08:04:00
BHMBCCMKT01,13.018232235701907,09-10-2016,08:30:00,42.0,577.0,26.14453614,91.73617216,bike,low,2.0,1.0,1751906712732,1,2016-10-09 08:30:00
BHMBCCMKT01,13.259618717504331,09-10-2016,09:04:00,43.0,577.0,26.14453614,91.73617216,car,low,2.0,1.0,1751906713232,1,2016-10-09 09:04:00
BHMBCCMKT01,12.859618717504333,09-10-2016,09:30:00,43.0,577.0,26.14453614,91.73617216,cycle,low,2.0,1.0,1751906713732,1,2016-10-09 09:30:00
BHMBCCMKT01,13.549324090121315,09-10-2016,09:57:00,50.0,577.0,26.14453614,91.73617216,car,average,3.0,1.0,1751906714232,1,2016-10-09 09:57:00
BHMBCCMKT01,13.848734835355287,09-10-2016,10:30:00,64.0,577.0,26.14453614,91.73617216,cycle,high,5.0,1.0,1751906714732,1,2016-10-09 10:30:00
BHMBCCMKT01,15.218648180242631,09-10-2016,11:04:00,100.0,577.0,26.14453614,91.73617216,truck,average,6.0,1.0,1751906715232,1,2016-10-09 11:04:00
BHMBCCMKT01,14.85469670710572,09-10-2016,11:30:00,126.0,577.0,26.14453614,91.73617216,car,average,6.0,1.0,1751906715732,1,2016-10-09 11:30:00
BHMBCCMKT01,14.885199306759098,09-10-2016,11:57:00,148.0,577.0,26.14453614,91.73617216,car,average,6.0,1.0,1751906716232,1,2016-10-09 11:57:00
BHMBCCMKT01,16.39570190641248,09-10-2016,12:30:00,170.0,577.0,26.14453614,91.73617216,truck,high,9.0,1.0,1751906716732,1,2016-10-09 12:30:00
BHMBCCMKT01,15.62204506065858,09-10-2016,13:04:00,189.0,577.0,26.14453614,91.73617216,car,high,8.0,1.0,1751906717232,1,2016-10-09 13:04:00
BHMBCCMKT01,15.8042287694974,09-10-2016,13:30:00,205.0,577.0,26.14453614,91.73617216,bike,high,9.0,1.0,1751906717732,1,2016-10-09 13:30:00
BHMBCCMKT01,14.84838821490468,09-10-2016,14:03:00,208.0,577.0,26.14453614,91.73617216,cycle,high,7.0,1.0,1751906718232,1,2016-10-09 14:03:00
BHMBCCMKT01,14.569774696707103,09-10-2016,14:30:00,209.0,577.0,26.14453614,91.73617216,car,average,5.0,1.0,1751906718732,1,2016-10-09 14:30:00
BHMBCCMKT01,13.86481802426343,09-10-2016,15:04:00,191.0,577.0,26.14453614,91.73617216,car,low,3.0,1.0,1751906719232,1,2016-10-09 15:04:00
BHMBCCMKT01,13.84956672443674,09-10-2016,15:30:00,180.0,577.0,26.14453614,91.73617216,car,low,3.0,1.0,1751906719732,1,2016-10-09 15:30:00
BHMBCCMKT01,14.214904679376083,09-10-2016,16:03:00,155.0,577.0,26.14453614,91.73617216,truck,low,3.0,1.0,1751906720232,1,2016-10-09 16:03:00
BHMBCCMKT01,13.384402079722705,09-10-2016,16:30:00,133.0,577.0,26.14453614,91.73617216,car,low,2.0,1.0,1751906720732,1,2016-10-09 16:30:00
BHMBCCMKT01,11.034870017331022,10-10-2016,08:04:00,54.0,577.0,26.14453614,91.73617216,bike,low,1.0,0.0,1751906721232,1,2016-10-10 08:04:00
BHMBCCMKT01,11.677642980935875,10-10-2016,08:30:00,56.0,577.0,26.14453614,91.73617216,truck,low,1.0,0.0,1751906721732,1,2016-10-10 08:30:00
BHMBCCMKT01,11.290121317157713,10-10-2016,09:04:00,65.0,577.0,26.14453614,91.73617216,car,low,1.0,0.0,1751906722232,1,2016-10-10 09:04:00
BHMBCCMKT01,11.461213171577125,10-10-2016,09:30:00,73.0,577.0,26.14453614,91.73617216,bike,low,2.0,0.0,1751906722732,1,2016-10-10 09:30:00
BHMBCCMKT01,11.327556325823222,10-10-2016,10:03:00,92.0,577.0,26.14453614,91.73617216,cycle,low,2.0,0.0,1751906723232,1,2016-10-10 10:03:00
BHMBCCMKT01,12.036672443674178,10-10-2016,10:30:00,113.0,577.0,26.14453614,91.73617216,cycle,average,4.0,0.0,1751906723732,1,2016-10-10 10:30:00
BHMBCCMKT01,12.079653379549391,10-10-2016,10:57:00,144.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906724232,1,2016-10-10 10:57:00
BHMBCCMKT01,12.486585788561529,10-10-2016,11:30:00,149.0,577.0,26.14453614,91.73617216,car,average,4.0,0.0,1751906724732,1,2016-10-10 11:30:00
BHMBCCMKT01,12.500450606585789,10-10-2016,11:57:00,159.0,577.0,26.14453614,91.73617216,car,average,4.0,0.0,1751906725232,1,2016-10-10 11:57:00
BHMBCCMKT01,13.197088388214906,10-10-2016,12:30:00,171.0,577.0,26.14453614,91.73617216,car,high,6.0,0.0,1751906725732,1,2016-10-10 12:30:00
BHMBCCMKT01,13.324020797227035,10-10-2016,13:04:00,176.0,577.0,26.14453614,91.73617216,truck,average,5.0,0.0,1751906726232,1,2016-10-10 13:04:00
BHMBCCMKT01,13.198474870017332,10-10-2016,13:30:00,172.0,577.0,26.14453614,91.73617216,car,high,6.0,0.0,1751906726732,1,2016-10-10 13:30:00
BHMBCCMKT01,12.783223570190644,10-10-2016,14:03:00,161.0,577.0,26.14453614,91.73617216,car,high,5.0,0.0,1751906727232,1,2016-10-10 14:03:00
BHMBCCMKT01,12.093518197573658,10-10-2016,14:30:00,154.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906727732,1,2016-10-10 14:30:00
BHMBCCMKT01,12.469948006932407,10-10-2016,14:57:00,137.0,577.0,26.14453614,91.73617216,car,average,4.0,0.0,1751906728232,1,2016-10-10 14:57:00
BHMBCCMKT01,11.138856152513,10-10-2016,15:30:00,129.0,577.0,26.14453614,91.73617216,bike,low,1.0,0.0,1751906728732,1,2016-10-10 15:30:00
BHMBCCMKT01,12.060242634315426,10-10-2016,15:57:00,130.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906729232,1,2016-10-10 15:57:00
BHMBCCMKT01,12.158058925476602,10-10-2016,16:30:00,114.0,577.0,26.14453614,91.73617216,truck,low,2.0,0.0,1751906729732,1,2016-10-10 16:30:00
BHMBCCMKT01,10.917642980935875,11-10-2016,08:04:00,56.0,577.0,26.14453614,91.73617216,bike,average,1.0,0.0,1751906730232,1,2016-10-11 08:04:00
BHMBCCMKT01,11.288734835355283,11-10-2016,08:30:00,64.0,577.0,26.14453614,91.73617216,car,low,1.0,0.0,1751906730732,1,2016-10-11 08:30:00
BHMBCCMKT01,11.70259965337955,11-10-2016,08:57:00,74.0,577.0,26.14453614,91.73617216,truck,low,1.0,0.0,1751906731232,1,2016-10-11 08:57:00
BHMBCCMKT01,11.488942807625651,11-10-2016,09:30:00,93.0,577.0,26.14453614,91.73617216,bike,low,2.0,0.0,1751906731732,1,2016-10-11 09:30:00
BHMBCCMKT01,11.418856152512998,11-10-2016,09:57:00,129.0,577.0,26.14453614,91.73617216,bike,average,2.0,0.0,1751906732232,1,2016-10-11 09:57:00
BHMBCCMKT01,12.1115424610052,11-10-2016,10:30:00,167.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906732732,1,2016-10-11 10:30:00
BHMBCCMKT01,12.157296360485269,11-10-2016,10:57:00,200.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906733232,1,2016-10-11 10:57:00
BHMBCCMKT01,12.983639514731369,11-10-2016,11:30:00,219.0,577.0,26.14453614,91.73617216,car,average,5.0,0.0,1751906733732,1,2016-10-11 11:30:00
BHMBCCMKT01,13.671958405545928,11-10-2016,12:03:00,225.0,577.0,26.14453614,91.73617216,car,high,7.0,0.0,1751906734232,1,2016-10-11 12:03:00
BHMBCCMKT01,13.666412478336223,11-10-2016,12:30:00,221.0,577.0,26.14453614,91.73617216,cycle,high,8.0,0.0,1751906734732,1,2016-10-11 12:30:00
BHMBCCMKT01,12.860866551126517,11-10-2016,13:04:00,217.0,577.0,26.14453614,91.73617216,cycle,high,6.0,0.0,1751906735232,1,2016-10-11 13:04:00
BHMBCCMKT01,12.860866551126517,11-10-2016,13:31:00,217.0,577.0,26.14453614,91.73617216,cycle,high,6.0,0.0,1751906735732,1,2016-10-11 13:31:00
BHMBCCMKT01,12.32838821490468,11-10-2016,14:04:00,208.0,577.0,26.14453614,91.73617216,bike,average,4.0,0.0,1751906736232,1,2016-10-11 14:04:00
BHMBCCMKT01,12.144818024263431,11-10-2016,14:30:00,191.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906736732,1,2016-10-11 14:30:00
BHMBCCMKT01,11.5915424610052,11-10-2016,15:03:00,167.0,577.0,26.14453614,91.73617216,bike,low,2.0,0.0,1751906737232,1,2016-10-11 15:03:00
BHMBCCMKT01,11.820450606585789,11-10-2016,15:33:00,159.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906737732,1,2016-10-11 15:33:00
BHMBCCMKT01,11.16797227036395,11-10-2016,16:01:00,150.0,577.0,26.14453614,91.73617216,bike,low,1.0,0.0,1751906738232,1,2016-10-11 16:01:00
BHMBCCMKT01,11.776083188908146,11-10-2016,16:26:00,127.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906738732,1,2016-10-11 16:26:00
BHMBCCMKT01,11.030710571923745,12-10-2016,08:04:00,51.0,577.0,26.14453614,91.73617216,bike,low,1.0,0.0,1751906739232,1,2016-10-12 08:04:00
BHMBCCMKT01,11.679029462738304,12-10-2016,08:31:00,57.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906739732,1,2016-10-12 08:31:00
BHMBCCMKT01,11.048734835355283,12-10-2016,09:03:00,64.0,577.0,26.14453614,91.73617216,bike,low,1.0,0.0,1751906740232,1,2016-10-12 09:03:00
BHMBCCMKT01,11.301213171577125,12-10-2016,09:26:00,73.0,577.0,26.14453614,91.73617216,car,low,1.0,0.0,1751906740732,1,2016-10-12 09:26:00
BHMBCCMKT01,12.017261698440208,12-10-2016,10:01:00,99.0,577.0,26.14453614,91.73617216,car,average,3.0,0.0,1751906741232,1,2016-10-12 10:01:00
BHMBCCMKT01,11.795285961871752,12-10-2016,10:31:00,112.0,577.0,26.14453614,91.73617216,bike,average,3.0,0.0,1751906741732,1,2016-10-12 10:31:00
BHMBCCMKT01,12.216083188908147,12-10-2016,11:04:00,127.0,577.0,26.14453614,91.73617216,bike,average,4.0,0.0,1751906742232,1,2016-10-12 11:04:00
BHMBCCMKT01,12.457469670710571,12-10-2016,11:31:00,128.0,577.0,26.14453614,91.73617216,car,average,4.0,0.0,1751906742732,1,2016-10-12 11:31:00
BHMBCCMKT01,13.15826689774697,12-10-2016,12:04:00,143.0,577.0,26.14453614,91.73617216,car,high,6.0,0.0,1751906743466,1,2016-10-12 12:04:00
BHMBCCMKT01,12.899064124783362,12-10-2016,12:31:00,158.0,577.0,26.14453614,91.73617216,car,average,5.0,0.0,1751906743732,1,2016-10-12 12:31:00
BHMBCCMKT01,12.937677642980937,12-10-2016,13:04:00,157.0,577.0,26.14453614,91.73617216,bike,high,6.0,0.0,1751906744232,1,2016-10-12 13:04:00
BHMBCCMKT01,13.18738301559792,12-10-2016,13:34:00,164.0,577.0,26.14453614,91.73617216,car,high,6.0,0.0,1751906744732,1,2016-10-12 13:34:00
BHMBCCMKT01,12.551542461005202,12-10-2016,14:03:00,167.0,577.0,26.14453614,91.73617216,bike,high,5.0,0.0,1751906745232,1,2016-10-12 14:03:00
BHMBCCMKT01,12.260450606585788,12-10-2016,14:34:00,159.0,577.0,26.14453614,91.73617216,bike,average,4.0,0.0,1751906745732,1,2016-10-12 14:34:00
BHMBCCMKT01,11.794107452339688,12-10-2016,15:01:00,140.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906746232,1,2016-10-12 15:01:00
BHMBCCMKT01,12.177469670710572,12-10-2016,15:30:00,128.0,577.0,26.14453614,91.73617216,truck,low,2.0,0.0,1751906746732,1,2016-10-12 15:30:00
BHMBCCMKT01,11.767764298093589,12-10-2016,15:57:00,121.0,577.0,26.14453614,91.73617216,car,low,2.0,0.0,1751906747232,1,2016-10-12 15:57:00
